#                                                                                   --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name               accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#       ------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
ctg000002_P:933767-937114   -           1116 261328at2759         -            450   5.1e-54  176.9  15.0   1   6       4.2       9.8   -2.0   0.0    26    44    40    58    37    62 0.84 -
ctg000002_P:933767-937114   -           1116 261328at2759         -            450   5.1e-54  176.9  15.0   2   6   8.4e-06     2e-05   16.7   2.0    39    92    71   142    63   147 0.74 -
ctg000002_P:933767-937114   -           1116 261328at2759         -            450   5.1e-54  176.9  15.0   3   6   1.3e-18   3.1e-18   59.0   0.1    92   226   175   346   169   420 0.75 -
ctg000002_P:933767-937114   -           1116 261328at2759         -            450   5.1e-54  176.9  15.0   4   6   1.3e-17   3.2e-17   55.6   0.3   255   355   425   551   416   565 0.73 -
ctg000002_P:933767-937114   -           1116 261328at2759         -            450   5.1e-54  176.9  15.0   5   6         6        14   -2.6   0.0   364   383   912   931   905   933 0.81 -
ctg000002_P:933767-937114   -           1116 261328at2759         -            450   5.1e-54  176.9  15.0   6   6     1e-15   2.4e-15   49.4   0.1   390   450  1025  1098  1022  1098 0.84 -
ctg000107_P:181734-182576   -            281 261328at2759         -            450   3.4e-42  137.9  11.8   1   4   1.2e-15   2.9e-15   49.1   0.2   134   208     5    81     1    84 0.90 -
ctg000107_P:181734-182576   -            281 261328at2759         -            450   3.4e-42  137.9  11.8   2   4   1.2e-15   2.8e-15   49.2   1.7   128   203    79   157    77   172 0.89 -
ctg000107_P:181734-182576   -            281 261328at2759         -            450   3.4e-42  137.9  11.8   3   4   2.7e-09   6.3e-09   28.3   0.0   171   213   214   256   211   257 0.95 -
ctg000107_P:181734-182576   -            281 261328at2759         -            450   3.4e-42  137.9  11.8   4   4   4.1e-07   9.8e-07   21.0   0.1   168   197   251   280   249   281 0.91 -
ctg000012_P:93603-94577     -            325 261328at2759         -            450   3.6e-38  124.7  19.3   1   4   2.8e-07   6.6e-07   21.6   0.1   155   218     1    65     1    70 0.86 -
ctg000012_P:93603-94577     -            325 261328at2759         -            450   3.6e-38  124.7  19.3   2   4   6.4e-06   1.5e-05   17.1   0.8   173   217    69   113    66   114 0.91 -
ctg000012_P:93603-94577     -            325 261328at2759         -            450   3.6e-38  124.7  19.3   3   4   3.3e-18   7.7e-18   57.6   1.2    58   207   110   269   107   272 0.92 -
ctg000012_P:93603-94577     -            325 261328at2759         -            450   3.6e-38  124.7  19.3   4   4   2.7e-19   6.3e-19   61.2   0.7    57   179   191   325   188   325 0.89 -
ctg000010_P:287643-288680   -            346 261328at2759         -            450   8.2e-34  110.3  11.3   1   3   4.5e-16   1.1e-15   50.6   1.2    76   187     3   121     1   129 0.60 -
ctg000010_P:287643-288680   -            346 261328at2759         -            450   8.2e-34  110.3  11.3   2   3     2e-14   4.6e-14   45.2   1.3   120   192   155   231   152   243 0.88 -
ctg000010_P:287643-288680   -            346 261328at2759         -            450   8.2e-34  110.3  11.3   3   3   8.1e-06   1.9e-05   16.8   0.0    75   149   253   326   238   336 0.76 -
ctg000007_P:202469-203254   -            262 261328at2759         -            450   4.8e-32  104.5   8.0   1   5       1.2       2.9   -0.3   0.1   166   188    12    34     5    40 0.72 -
ctg000007_P:202469-203254   -            262 261328at2759         -            450   4.8e-32  104.5   8.0   2   5   5.4e-13   1.3e-12   40.4   0.3   148   220    53   125    52   133 0.88 -
ctg000007_P:202469-203254   -            262 261328at2759         -            450   4.8e-32  104.5   8.0   3   5   1.4e-10   3.4e-10   32.4   0.0   130   207   115   196   111   198 0.88 -
ctg000007_P:202469-203254   -            262 261328at2759         -            450   4.8e-32  104.5   8.0   4   5   7.5e-08   1.8e-07   23.5   0.0   152   206   183   238   180   240 0.90 -
ctg000007_P:202469-203254   -            262 261328at2759         -            450   4.8e-32  104.5   8.0   5   5   3.9e-10   9.1e-10   31.0   0.1    93   148   202   260   198   262 0.74 -
ctg000022_P:213078-214016   -            313 261328at2759         -            450   8.1e-32  103.7   1.4   1   4   0.00072    0.0017   10.4   0.0    75   113    11    51     8    53 0.78 -
ctg000022_P:213078-214016   -            313 261328at2759         -            450   8.1e-32  103.7   1.4   2   4   3.3e-09   7.8e-09   28.0   0.0   132   192    30    94    27   111 0.87 -
ctg000022_P:213078-214016   -            313 261328at2759         -            450   8.1e-32  103.7   1.4   3   4   5.4e-09   1.3e-08   27.3   0.0   152   198   115   159   103   171 0.87 -
ctg000022_P:213078-214016   -            313 261328at2759         -            450   8.1e-32  103.7   1.4   4   4   4.7e-14   1.1e-13   43.9   0.0   111   207   175   271   169   283 0.83 -
ctg000012_P:112251-113750   -            500 261328at2759         -            450   2.6e-31  102.0   3.7   1   4      0.13       0.3    3.0   0.0   156   198    53    95    27   102 0.83 -
ctg000012_P:112251-113750   -            500 261328at2759         -            450   2.6e-31  102.0   3.7   2   4   7.1e-07   1.7e-06   20.3   0.4   155   222   143   214   137   217 0.87 -
ctg000012_P:112251-113750   -            500 261328at2759         -            450   2.6e-31  102.0   3.7   3   4   7.7e-15   1.8e-14   46.5   0.0    83   209   262   396   241   403 0.77 -
ctg000012_P:112251-113750   -            500 261328at2759         -            450   2.6e-31  102.0   3.7   4   4   8.2e-10   1.9e-09   29.9   0.1    84   185   390   500   390   500 0.78 -
ctg000012_P:74303-75013     -            237 261328at2759         -            450   2.9e-31  101.9   2.6   1   3   1.8e-13   4.3e-13   42.0   0.1   128   204     9    88     4    94 0.86 -
ctg000012_P:74303-75013     -            237 261328at2759         -            450   2.9e-31  101.9   2.6   2   3   4.8e-12   1.1e-11   37.3   0.3   132   190    97   166    88   178 0.84 -
ctg000012_P:74303-75013     -            237 261328at2759         -            450   2.9e-31  101.9   2.6   3   3   6.6e-07   1.6e-06   20.4   0.0    79   128   186   236   179   237 0.59 -
ctg000013_P:153893-154657   -            255 261328at2759         -            450   6.2e-28   90.9   7.9   1   3     8e-14   1.9e-13   43.2   0.4   101   189     1    96     1   108 0.63 -
ctg000013_P:153893-154657   -            255 261328at2759         -            450   6.2e-28   90.9   7.9   2   3   5.3e-15   1.2e-14   47.1   0.9   119   189   127   201   123   214 0.91 -
ctg000013_P:153893-154657   -            255 261328at2759         -            450   6.2e-28   90.9   7.9   3   3      0.11      0.26    3.1   0.0   151   183   225   255   219   255 0.92 -
ctg000000_P:197727-198449   -            241 261328at2759         -            450     2e-26   86.0   3.6   1   3   1.1e-05   2.7e-05   16.3   0.0   172   204    12    44     1    48 0.81 -
ctg000000_P:197727-198449   -            241 261328at2759         -            450     2e-26   86.0   3.6   2   3   1.8e-15   4.3e-15   48.6   0.5    57   192    54   188    52   193 0.83 -
ctg000000_P:197727-198449   -            241 261328at2759         -            450     2e-26   86.0   3.6   3   3   1.5e-06   3.5e-06   19.2   0.1   151   197   191   237   184   241 0.87 -
ctg000005_P:675673-676398   -            242 261328at2759         -            450   1.3e-25   83.2   5.2   1   4   1.4e-05   3.3e-05   16.0   0.0   155   195     2    43     1    45 0.88 -
ctg000005_P:675673-676398   -            242 261328at2759         -            450   1.3e-25   83.2   5.2   2   4   7.6e-10   1.8e-09   30.1   0.1   152   221    42   112    38   114 0.93 -
ctg000005_P:675673-676398   -            242 261328at2759         -            450   1.3e-25   83.2   5.2   3   4     1e-13   2.4e-13   42.8   0.3   129   213    99   189    95   199 0.84 -
ctg000005_P:675673-676398   -            242 261328at2759         -            450   1.3e-25   83.2   5.2   4   4       0.1      0.25    3.2   0.0    86   147   179   242   177   242 0.71 -
ctg000003_P:549987-550805   -            273 261328at2759         -            450   2.4e-25   82.4   7.1   1   3   0.00054    0.0013   10.8   0.0   154   193     4    43     1    67 0.80 -
ctg000003_P:549987-550805   -            273 261328at2759         -            450   2.4e-25   82.4   7.1   2   3      0.15      0.36    2.7   0.0   171   187    72    88    44    99 0.61 -
ctg000003_P:549987-550805   -            273 261328at2759         -            450   2.4e-25   82.4   7.1   3   3   9.5e-22   2.2e-21   69.3   4.8    61   223    93   261    70   272 0.84 -
ctg000008_P:156621-157304   -            228 261328at2759         -            450   5.1e-25   81.3  10.7   1   4   5.9e-07   1.4e-06   20.5   0.2   156   190     1    35     1    44 0.90 -
ctg000008_P:156621-157304   -            228 261328at2759         -            450   5.1e-25   81.3  10.7   2   4   8.7e-06   2.1e-05   16.7   0.0   157   201    43    87    37    97 0.86 -
ctg000008_P:156621-157304   -            228 261328at2759         -            450   5.1e-25   81.3  10.7   3   4   1.4e-08   3.3e-08   25.9   1.8   127   204    94   182    85   182 0.81 -
ctg000008_P:156621-157304   -            228 261328at2759         -            450   5.1e-25   81.3  10.7   4   4   4.4e-09     1e-08   27.6   0.5   152   204   172   224   166   228 0.90 -
ctg000005_P:54978-101370    -            311 261328at2759         -            450   1.5e-24   79.8  11.3   1   4    0.0029    0.0068    8.4   0.1   115   187    17    95    10   100 0.81 -
ctg000005_P:54978-101370    -            311 261328at2759         -            450   1.5e-24   79.8  11.3   2   4     2e-07   4.8e-07   22.1   0.1   152   207   106   161    99   164 0.95 -
ctg000005_P:54978-101370    -            311 261328at2759         -            450   1.5e-24   79.8  11.3   3   4   2.9e-12   6.9e-12   38.0   0.1    93   186   167   270   162   274 0.85 -
ctg000005_P:54978-101370    -            311 261328at2759         -            450   1.5e-24   79.8  11.3   4   4   4.1e-07   9.7e-07   21.1   0.7   134   185   256   311   254   311 0.88 -
ctg000009_P:516107-516829   -            241 261328at2759         -            450   2.2e-24   79.2   1.0   1   3   1.1e-08   2.6e-08   26.2   0.1   132   193    15    81     1    87 0.80 -
ctg000009_P:516107-516829   -            241 261328at2759         -            450   2.2e-24   79.2   1.0   2   3   5.8e-06   1.4e-05   17.3   0.0   151   196   100   143    85   150 0.73 -
ctg000009_P:516107-516829   -            241 261328at2759         -            450   2.2e-24   79.2   1.0   3   3   7.1e-11   1.7e-10   33.5   0.0   123   188   173   240   161   241 0.86 -
ctg000003_P:380904-381542   -            213 261328at2759         -            450   2.8e-21   69.0   6.7   1   3   7.8e-06   1.8e-05   16.8   0.1   157   190     1    34     1    39 0.88 -
ctg000003_P:380904-381542   -            213 261328at2759         -            450   2.8e-21   69.0   6.7   2   3   6.1e-11   1.4e-10   33.7   0.2   151   222    95   167    68   169 0.85 -
ctg000003_P:380904-381542   -            213 261328at2759         -            450   2.8e-21   69.0   6.7   3   3   8.1e-08   1.9e-07   23.4   0.5   136   185   160   213   154   213 0.52 -
ctg000009_P:40505-40990     -            162 261328at2759         -            450   6.7e-20   64.4   4.7   1   2   8.7e-07   2.1e-06   20.0   0.4   153   212     4    59     2    61 0.87 -
ctg000009_P:40505-40990     -            162 261328at2759         -            450   6.7e-20   64.4   4.7   2   2   1.4e-14   3.3e-14   45.7   0.4    56   150    61   159    59   161 0.87 -
ctg000003_P:379758-380183   -            142 261328at2759         -            450   1.7e-19   63.1   5.7   1   1   5.3e-19   1.2e-18   60.2   5.7    94   211     4   126     1   142 0.85 -
ctg000002_P:257855-258721   -            289 261328at2759         -            450     2e-18   59.5   6.7   1   3   2.6e-05   6.2e-05   15.1   0.2    79   188    10   105     4   113 0.78 -
ctg000002_P:257855-258721   -            289 261328at2759         -            450     2e-18   59.5   6.7   2   3   1.4e-06   3.2e-06   19.3   0.7   154   238   151   236   145   240 0.75 -
ctg000002_P:257855-258721   -            289 261328at2759         -            450     2e-18   59.5   6.7   3   3   7.1e-08   1.7e-07   23.6   0.1   127   203   205   289   196   289 0.80 -
ctg000006_P:472342-472842   -            167 261328at2759         -            450   1.9e-17   56.4  10.0   1   3     0.053      0.13    4.2   0.0    46   187     3    34     1    43 0.38 -
ctg000006_P:472342-472842   -            167 261328at2759         -            450   1.9e-17   56.4  10.0   2   3   6.9e-09   1.6e-08   26.9   0.1   151   194    45    88    39    90 0.91 -
ctg000006_P:472342-472842   -            167 261328at2759         -            450   1.9e-17   56.4  10.0   3   3   2.1e-09   4.9e-09   28.6   2.9   151   204    87   139    84   167 0.86 -
ctg000002_P:264130-264882   -            251 261328at2759         -            450   2.7e-17   55.9   9.3   1   4   2.4e-06   5.7e-06   18.5   1.8   149   203    23    79    20    82 0.85 -
ctg000002_P:264130-264882   -            251 261328at2759         -            450   2.7e-17   55.9   9.3   2   4   6.4e-05   0.00015   13.8   0.1    38    70    67   101    64   107 0.86 -
ctg000002_P:264130-264882   -            251 261328at2759         -            450   2.7e-17   55.9   9.3   3   4   0.00059    0.0014   10.7   0.0    56    81   150   175   138   178 0.82 -
ctg000002_P:264130-264882   -            251 261328at2759         -            450   2.7e-17   55.9   9.3   4   4     1e-07   2.4e-07   23.0   0.3   152   207   190   244   186   249 0.90 -
ctg000000_P:1183647-1184351 -            235 261328at2759         -            450     6e-17   54.7   0.0   1   3   3.4e-06   8.1e-06   18.0   0.0   152   206    31    87    26    90 0.83 -
ctg000000_P:1183647-1184351 -            235 261328at2759         -            450     6e-17   54.7   0.0   2   3   1.7e-11     4e-11   35.5   0.0   130   194    48   117    41   125 0.87 -
ctg000000_P:1183647-1184351 -            235 261328at2759         -            450     6e-17   54.7   0.0   3   3   0.00039   0.00093   11.2   0.0   155   190   165   200   133   217 0.75 -
ctg000003_P:113394-114278   -            295 261328at2759         -            450   7.6e-17   54.4   6.9   1   5    0.0037    0.0088    8.0   0.0   173   207     3    37     1    44 0.84 -
ctg000003_P:113394-114278   -            295 261328at2759         -            450   7.6e-17   54.4   6.9   2   5    0.0012    0.0028    9.6   0.2   171   203    54    86    50    88 0.81 -
ctg000003_P:113394-114278   -            295 261328at2759         -            450   7.6e-17   54.4   6.9   3   5      0.12      0.29    3.0   0.0    92   130   111   147   107   151 0.79 -
ctg000003_P:113394-114278   -            295 261328at2759         -            450   7.6e-17   54.4   6.9   4   5   8.8e-09   2.1e-08   26.6   0.1    90   192   150   259   139   270 0.76 -
ctg000003_P:113394-114278   -            295 261328at2759         -            450   7.6e-17   54.4   6.9   5   5    0.0034    0.0079    8.2   0.1   161   185   271   295   262   295 0.84 -
ctg000002_P:347851-348762   -            304 261328at2759         -            450   1.7e-16   53.2   2.8   1   3   1.7e-05   3.9e-05   15.8   0.2   154   189     2    37     1    53 0.90 -
ctg000002_P:347851-348762   -            304 261328at2759         -            450   1.7e-16   53.2   2.8   2   3      0.12      0.28    3.1   0.0    89   115    57    83    40    91 0.78 -
ctg000002_P:347851-348762   -            304 261328at2759         -            450   1.7e-16   53.2   2.8   3   3   5.1e-10   1.2e-09   30.6   0.1    74   199    88   225    83   227 0.88 -
ctg000001_P:195110-196021   -            304 261328at2759         -            450   2.9e-16   52.4   3.6   1   2   3.2e-10   7.6e-10   31.3   0.1   135   208    24   107     9   133 0.78 -
ctg000001_P:195110-196021   -            304 261328at2759         -            450   2.9e-16   52.4   3.6   2   2   6.7e-07   1.6e-06   20.3   0.5    76   186   192   304   180   304 0.80 -
ctg000001_P:612815-613384   -            190 261328at2759         -            450   4.4e-16   51.9   1.8   1   1   4.6e-16   1.1e-15   50.6   1.8    52   187    40   190     3   190 0.80 -
ctg000001_P:855335-855817   -            161 261328at2759         -            450   5.2e-16   51.6   0.0   1   2   4.4e-12     1e-11   37.4   0.0    90   188    14   118     2   124 0.86 -
ctg000001_P:855335-855817   -            161 261328at2759         -            450   5.2e-16   51.6   0.0   2   2   0.00013   0.00032   12.8   0.0    74   109   124   161   117   161 0.82 -
ctg000007_P:236257-236943   -            229 261328at2759         -            450   3.1e-15   49.1   1.4   1   3   3.2e-10   7.5e-10   31.3   0.1   153   209     6    62     3    66 0.94 -
ctg000007_P:236257-236943   -            229 261328at2759         -            450   3.1e-15   49.1   1.4   2   3    0.0053     0.013    7.5   0.0   169   198    65    94    62   100 0.86 -
ctg000007_P:236257-236943   -            229 261328at2759         -            450   3.1e-15   49.1   1.4   3   3    0.0033    0.0079    8.2   0.0   161   198   107   144    94   152 0.74 -
ctg000001_P:614232-615011   -            260 261328at2759         -            450   6.3e-15   48.0   0.6   1   2   3.6e-05   8.5e-05   14.6   0.0   133   189    20    80     4    86 0.84 -
ctg000001_P:614232-615011   -            260 261328at2759         -            450   6.3e-15   48.0   0.6   2   2   2.5e-10     6e-10   31.6   0.1   152   198    85   131    80   143 0.90 -
