P 0 99600:0 2043 97321:0 2043
E 0 99600 0 9148 0 1 1 35 0
E 0 9148 0 61347 0 20 8 38 0
E 0 61347 0 114314 0 963 0 2 0
E 0 114314 0 57509 0 525 0 0 0
E 0 57509 0 111642 0 1696 0 0 0
E 0 111642 0 104254 1 256 0 0 0
E 0 104254 1 71114 1 1654 2 0 0
E 0 71114 1 48871 1 84 2 0 0
E 0 48871 1 32266 1 1284 2 0 0
E 0 32266 1 101778 0 77 0 0 0
E 0 101778 0 115381 1 1654 2 0 0
E 0 115381 1 106455 0 275 2 0 0
E 0 106455 0 43222 1 1569 0 0 0
E 0 43222 1 38869 1 31 2 0 0
E 0 38869 1 54479 0 29 0 0 0
E 0 54479 0 110402 1 83 2 0 0
E 0 110402 1 114284 1 889 2 0 0
E 0 114284 1 37180 0 1255 2 0 0
E 0 37180 0 62489 1 846 2 0 0
E 0 62489 1 26782 0 34 2 0 0
E 0 26782 0 17916 0 126 0 0 0
E 0 17916 0 60407 0 265 0 0 0
E 0 60407 0 47171 0 1125 0 0 0
E 0 47171 0 81168 1 173 2 0 0
E 0 81168 1 40019 0 121 2 0 0
E 0 40019 0 74133 0 1175 0 0 0
E 0 74133 0 89970 1 690 2 0 0
E 0 89970 1 50823 0 3 2 0 0
E 0 50823 0 51258 1 2533 2 0 0
E 0 51258 1 3208 1 188 2 0 0
E 0 3208 1 115049 0 176 0 0 0
E 0 115049 0 82823 1 432 0 0 0
E 0 82823 1 99650 0 418 0 0 0
E 0 99650 0 26639 0 2549 0 0 0
E 0 26639 0 41544 1 432 2 0 0
E 0 41544 1 81555 0 932 0 0 0
E 0 81555 0 57722 0 913 0 0 0
E 0 57722 0 99764 1 812 2 0 0
E 0 99764 1 106393 0 400 0 0 0
E 0 106393 0 34720 1 1766 0 0 0
E 0 34720 1 114326 0 163 0 0 0
E 0 114326 0 83720 1 2475 0 0 0
E 0 83720 1 76681 0 393 2 0 0
E 0 76681 0 104978 1 1090 2 0 0
E 0 104978 1 20218 1 264 2 0 0
E 0 20218 1 85730 1 418 2 0 0
E 0 85730 1 87154 0 148 0 0 0
E 0 87154 0 66037 1 50 0 0 0
E 0 66037 1 60589 0 1381 2 0 0
E 0 60589 0 12339 1 340 0 0 0
E 0 12339 1 60110 1 667 2 0 0
E 0 60110 1 12267 1 135 2 0 0
E 0 12267 1 91312 1 757 2 0 0
E 0 91312 1 89685 1 436 2 0 0
E 0 89685 1 52498 0 246 2 0 0
E 0 52498 0 24243 0 1331 0 0 0
E 0 24243 0 11207 1 760 0 0 0
E 0 11207 1 48661 0 646 0 0 0
E 0 48661 0 60839 0 1422 0 0 0
E 0 60839 0 18347 1 260 0 0 0
E 0 18347 1 33500 0 857 0 0 0
E 0 33500 0 60068 1 214 2 0 0
E 0 60068 1 34357 1 322 2 0 0
E 0 34357 1 78573 1 137 2 0 0
E 0 78573 1 11964 0 847 2 0 0
E 0 11964 0 111346 0 238 0 0 0
E 0 111346 0 77180 0 2398 0 0 0
E 0 77180 0 1104 1 184 0 0 0
E 0 1104 1 28990 1 17 2 0 0
E 0 28990 1 72430 1 511 2 0 0
E 0 72430 1 88239 1 931 2 0 0
E 0 88239 1 64675 1 1067 2 0 0
E 0 64675 1 83755 1 719 2 0 0
E 0 83755 1 13699 0 940 2 0 0
E 0 13699 0 70832 1 1537 2 0 0
E 0 70832 1 12915 1 1280 2 0 0
E 0 12915 1 57228 1 1726 2 0 0
E 0 57228 1 56779 0 613 2 0 0
E 0 56779 0 72900 0 83 6 0 0
E 0 72900 0 110110 0 103 0 0 0
E 0 110110 0 10636 0 534 0 0 0
E 0 10636 0 57809 0 1696 0 0 0
E 0 57809 0 107116 0 1047 0 0 0
E 0 107116 0 81784 1 234 0 0 0
E 0 81784 1 39782 0 1109 2 0 0
E 0 39782 0 46912 1 799 2 0 0
E 0 46912 1 41156 0 552 2 0 0
E 0 41156 0 1121 1 1334 0 0 0
E 0 1121 1 89957 0 736 0 0 0
E 0 89957 0 97746 1 2542 2 0 0
E 0 97746 1 66379 1 336 2 0 0
E 0 66379 1 51613 0 643 2 0 0
E 0 51613 0 110192 1 245 2 0 0
E 0 110192 1 29986 1 1250 2 0 0
E 0 29986 1 93321 0 1051 0 0 0
E 0 93321 0 14321 1 380 0 0 0
E 0 14321 1 43964 0 792 0 0 0
E 0 43964 0 56397 0 497 0 0 0
E 0 56397 0 34378 0 880 0 0 0
E 0 34378 0 99581 1 411 2 0 0
E 0 99581 1 95769 0 409 2 0 0
E 0 95769 0 21539 0 373 0 0 0
E 0 21539 0 99011 1 1669 2 0 0
E 0 99011 1 28389 0 847 2 0 0
